2023/05/11 21:43:17.619 [D]  init logger succ
2023/05/11 21:43:17.622 [D]  init kafka succ
2023/05/11 21:43:17.623 [D]  init elasticsearch succ
2023/05/11 21:43:24.260 [D]  Partition:3 Offset:21 Key: Value:2023/05/11 21:43:23.997 [D]  partition:4 offset:25 topic:nginx_log
2023/05/11 21:43:24.261 [D]  Partition:4 Offset:26 Key: Value:2023/05/11 21:43:23.999 [D]  partition:5 offset:23 topic:nginx_log
2023/05/11 21:43:24.264 [D]  Partition:3 Offset:22 Key: Value:2023/05/11 21:43:23.999 [D]  partition:0 offset:27 topic:nginx_log
2023/05/11 21:43:24.521 [D]  Partition:3 Offset:23 Key: Value:2023/05/11 21:43:24.259 [D]  partition:0 offset:28 topic:nginx_log
2023/05/11 21:43:24.522 [D]  Partition:5 Offset:24 Key: Value:2023/05/11 21:43:24.260 [D]  partition:3 offset:21 topic:nginx_log
2023/05/11 21:43:24.525 [D]  Partition:0 Offset:29 Key: Value:2023/05/11 21:43:24.261 [D]  partition:4 offset:26 topic:nginx_log
2023/05/11 21:43:24.531 [D]  Partition:0 Offset:30 Key: Value:2023/05/11 21:43:24.262 [D]  partition:3 offset:22 topic:nginx_log
2023/05/11 21:43:24.782 [D]  Partition:4 Offset:27 Key: Value:2023/05/11 21:43:24.520 [D]  partition:3 offset:23 topic:nginx_log
2023/05/11 21:43:24.783 [D]  Partition:6 Offset:14 Key: Value:2023/05/11 21:43:24.520 [D]  partition:5 offset:24 topic:nginx_log
2023/05/11 21:43:24.786 [D]  Partition:0 Offset:31 Key: Value:2023/05/11 21:43:24.525 [D]  partition:0 offset:29 topic:nginx_log
2023/05/11 21:43:24.789 [D]  Partition:7 Offset:15 Key: Value:2023/05/11 21:43:24.526 [D]  partition:0 offset:30 topic:nginx_log
2023/05/11 21:43:25.043 [D]  Partition:3 Offset:24 Key: Value:2023/05/11 21:43:24.781 [D]  partition:4 offset:27 topic:nginx_log
2023/05/11 21:43:25.045 [D]  Partition:4 Offset:28 Key: Value:2023/05/11 21:43:24.782 [D]  partition:6 offset:14 topic:nginx_log
2023/05/11 21:43:25.046 [D]  Partition:2 Offset:11 Key: Value:2023/05/11 21:43:24.785 [D]  partition:0 offset:31 topic:nginx_log
2023/05/11 21:43:25.047 [D]  Partition:3 Offset:25 Key: Value:2023/05/11 21:43:24.788 [D]  partition:7 offset:15 topic:nginx_log
2023/05/11 21:43:25.304 [D]  Partition:6 Offset:15 Key: Value:2023/05/11 21:43:25.042 [D]  partition:3 offset:24 topic:nginx_log
2023/05/11 21:43:25.307 [D]  Partition:3 Offset:26 Key: Value:2023/05/11 21:43:25.043 [D]  partition:4 offset:28 topic:nginx_log
2023/05/11 21:43:25.308 [D]  Partition:7 Offset:16 Key: Value:2023/05/11 21:43:25.045 [D]  partition:2 offset:11 topic:nginx_log
2023/05/11 21:43:25.308 [D]  Partition:3 Offset:27 Key: Value:2023/05/11 21:43:25.046 [D]  partition:3 offset:25 topic:nginx_log
2023/05/11 21:43:25.565 [D]  Partition:1 Offset:13 Key: Value:2023/05/11 21:43:25.304 [D]  partition:6 offset:15 topic:nginx_log
2023/05/11 21:43:25.566 [D]  Partition:4 Offset:29 Key: Value:2023/05/11 21:43:25.305 [D]  partition:3 offset:26 topic:nginx_log
2023/05/11 21:43:25.568 [D]  Partition:5 Offset:25 Key: Value:2023/05/11 21:43:25.307 [D]  partition:7 offset:16 topic:nginx_log
2023/05/11 21:43:25.570 [D]  Partition:6 Offset:16 Key: Value:2023/05/11 21:43:25.307 [D]  partition:3 offset:27 topic:nginx_log
2023/05/11 21:43:25.825 [D]  Partition:1 Offset:14 Key: Value:2023/05/11 21:43:25.565 [D]  partition:1 offset:13 topic:nginx_log
2023/05/11 21:43:25.826 [D]  Partition:4 Offset:30 Key: Value:2023/05/11 21:43:25.565 [D]  partition:4 offset:29 topic:nginx_log
2023/05/11 21:43:25.827 [D]  Partition:0 Offset:32 Key: Value:2023/05/11 21:43:25.568 [D]  partition:5 offset:25 topic:nginx_log
2023/05/11 21:43:25.829 [D]  Partition:5 Offset:26 Key: Value:2023/05/11 21:43:25.569 [D]  partition:6 offset:16 topic:nginx_log
2023/05/11 21:43:26.086 [D]  Partition:2 Offset:12 Key: Value:2023/05/11 21:43:25.825 [D]  partition:1 offset:14 topic:nginx_log
2023/05/11 21:43:26.087 [D]  Partition:3 Offset:28 Key: Value:2023/05/11 21:43:25.826 [D]  partition:4 offset:30 topic:nginx_log
2023/05/11 21:43:26.088 [D]  Partition:7 Offset:17 Key: Value:2023/05/11 21:43:25.827 [D]  partition:0 offset:32 topic:nginx_log
2023/05/11 21:43:26.088 [D]  Partition:6 Offset:17 Key: Value:2023/05/11 21:43:25.829 [D]  partition:5 offset:26 topic:nginx_log
2023/05/11 21:43:26.349 [D]  Partition:1 Offset:15 Key: Value:2023/05/11 21:43:26.086 [D]  partition:2 offset:12 topic:nginx_log
2023/05/11 21:43:26.353 [D]  Partition:4 Offset:31 Key: Value:2023/05/11 21:43:26.086 [D]  partition:3 offset:28 topic:nginx_log
2023/05/11 21:43:26.355 [D]  Partition:4 Offset:32 Key: Value:2023/05/11 21:43:26.087 [D]  partition:7 offset:17 topic:nginx_log
2023/05/11 21:43:26.355 [D]  Partition:7 Offset:18 Key: Value:2023/05/11 21:43:26.088 [D]  partition:6 offset:17 topic:nginx_log
